Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Industry 4.0 and the Digital Transformation of International Business","","","","","10.1007/978-981-19-7880-7","Gurinder SinghRicha GoelVikas Garg","2023","http://link.springer.com/book/10.1007/978-981-19-7880-7","Book"
"Innovative Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-4132-0","Yan PeiJia-Wei ChangJason C. Hung","2022","http://link.springer.com/book/10.1007/978-981-19-4132-0","Book"
"Sensors and Microsystems","Lecture Notes in Electrical Engineering","","","","10.1007/978-3-031-08136-1","Dr. Girolamo Di FranciaProf. Corrado Di Natale","2023","http://link.springer.com/book/10.1007/978-3-031-08136-1","Book"
"Confessions of an AI Brain","","","","","10.1007/978-3-031-25935-7","Elena FersmanPaul PetterssonAthanasios Karapantelakis","2023","http://link.springer.com/book/10.1007/978-3-031-25935-7","Book"
"Digital and Information Technologies in Economics and Management","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-97730-6","Arthur Gibadullin","2022","http://link.springer.com/book/10.1007/978-3-030-97730-6","Book"
"Light Metals 2023","The Minerals, Metals & Materials Series","","","","10.1007/978-3-031-22532-1","Stephan Broek","2023","http://link.springer.com/book/10.1007/978-3-031-22532-1","Book"
"Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35741-1","Vincent G. Duffy","2023","http://link.springer.com/book/10.1007/978-3-031-35741-1","Book"
"Sustainable Manufacturing in Industry 4.0","","","","","10.1007/978-981-19-7218-8","Hamed GholamiGeorges Abdul-NourSafian SharifDalia Streimikiene","2023","http://link.springer.com/book/10.1007/978-981-19-7218-8","Book"
"Advances in Creativity, Innovation, Entrepreneurship and Communication of Design","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80094-9","Evangelos MarkopoulosProf. Ravindra S. GoonetillekeProf. Amic G. HoYan Luximon","2021","http://link.springer.com/book/10.1007/978-3-030-80094-9","Book"
"Work-in-Progress: Industry 4.0 Production Line for Educational Use","The Impact of the 4th Industrial Revolution on Engineering Education","","","","10.1007/978-3-030-40274-7_83","Robert HaußGabriele SchachingerGerald Kalteis","2020","http://link.springer.com/chapter/10.1007/978-3-030-40274-7_83","Chapter"
"Flexible Automation and Intelligent Manufacturing: The Human-Data-Technology Nexus","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-031-18326-3","Kyoung-Yun KimLeslie MonplaisirJeremy Rickli","2023","http://link.springer.com/book/10.1007/978-3-031-18326-3","Book"
"Proceedings of the Canadian Society of Civil Engineering Annual Conference 2022","Lecture Notes in Civil Engineering","","","","10.1007/978-3-031-34593-7","Rishi GuptaMin SunSvetlana BrzevM. Shahria AlamKelvin Tsun Wai NgJianbing LiAshraf El DamattyClark Lim","2023","http://link.springer.com/book/10.1007/978-3-031-34593-7","Book"
"Handbook of Biochips","","","","","10.1007/978-1-4614-3447-4","Prof. Mohamad Sawan","2022","http://link.springer.com/referencework/10.1007/978-1-4614-3447-4","ReferenceWork"
"The Literary Perspective","The Book’s Road in the Age of Digitization","","","","10.1007/978-3-662-66683-8_4","Janina Krieger","2023","http://link.springer.com/chapter/10.1007/978-3-662-66683-8_4","Chapter"
"Trends on Construction in the Digital Era","Lecture Notes in Civil Engineering","","","","10.1007/978-3-031-20241-4","António Gomes CorreiaMiguel AzenhaPaulo J. S. CruzPaulo NovaisPaulo Pereira","2023","http://link.springer.com/book/10.1007/978-3-031-20241-4","Book"
"Artificial Intelligence and Robotics","Communications in Computer and Information Science","","","","10.1007/978-981-19-7946-0","Shuo YangHuimin Lu","2022","http://link.springer.com/book/10.1007/978-981-19-7946-0","Book"
"Advances and New Trends in Environmental Informatics","Progress in IS","","","","10.1007/978-3-031-18311-9","Volker WohlgemuthStefan NaumannGrit BehrensHans-Knud ArndtMaximilian Höb","2023","http://link.springer.com/book/10.1007/978-3-031-18311-9","Book"
"AI Battle Royale","Copernicus Books","","","","10.1007/978-3-031-19278-4","Ashley Marc Recanati","2023","http://link.springer.com/book/10.1007/978-3-031-19278-4","Book"
"6th EAI International Conference on Management of Manufacturing Systems","EAI/Springer Innovations in Communication and Computing","","","","10.1007/978-3-030-96314-9","Dr. Lucia KnapčíkováProf. Dragan Peraković","2023","http://link.springer.com/book/10.1007/978-3-030-96314-9","Book"
"Digitalization and Digital Transformation","Digital Fluency","","","","10.1007/978-1-4842-6774-5_1","Volker Lang","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6774-5_1","Chapter"
"Industry 4.0 and Advanced Manufacturing","Lecture Notes in Mechanical Engineering","","","","10.1007/978-981-19-0561-2","Prof. Amaresh ChakrabartiProf. Satyam SuwasDr. Manish Arora","2023","http://link.springer.com/book/10.1007/978-981-19-0561-2","Book"
"Innovative Disposal Technology and Management Practice for Medical Waste","","","","","10.1007/978-981-99-6786-5","Yang ChenQinzhong FengZhongkui Zhang","2023","http://link.springer.com/book/10.1007/978-981-99-6786-5","Book"
"International Conference on Reliable Systems Engineering (ICoRSE) - 2023","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-40628-7","Daniela Doina Cioboată","2023","http://link.springer.com/book/10.1007/978-3-031-40628-7","Book"
"Industrial Engineering in the Internet-of-Things World","Lecture Notes in Management and Industrial Engineering","","","","10.1007/978-3-030-76724-2","Prof. Dr. Fethi Calisir","2022","http://link.springer.com/book/10.1007/978-3-030-76724-2","Book"
"New Technologies, Development and Application VI","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-34721-4","Isak KarabegovicAhmed KovačevićSadko Mandzuka","2023","http://link.springer.com/book/10.1007/978-3-031-34721-4","Book"
"Management Accounting in Supply Chains","","","","","10.1007/978-3-658-41300-2","Andreas TaschnerMichel Charifzadeh","2023","http://link.springer.com/book/10.1007/978-3-658-41300-2","Book"
"Case Study: Digital Disruption in the Mining Industry","Innovations and Breakthroughs in the Gold and Silver Industries","","","","10.1007/978-3-030-32549-7_10","V. I. LakshmananR. RoyB. Gorain","2019","http://link.springer.com/chapter/10.1007/978-3-030-32549-7_10","Chapter"
"Geometric Quantities","Sensors in Science and Technology","","","","10.1007/978-3-658-34920-2_3","Ekbert HeringGert SchönfelderStefan BaslerKarl-Ernst BiehlThomas BurkhardtThomas EngelAlbert FeinäugleSorin FericeanAlexander ForklCarsten GiebelerBernhard HahnErnst HalderChristopher HerfortStefan HubrichJürgen ReichenbachMichael Röbel","2022","http://link.springer.com/chapter/10.1007/978-3-658-34920-2_3","Chapter"
"Protection of Historical Constructions","Lecture Notes in Civil Engineering","","","","10.1007/978-3-030-90788-4","Prof. Ioannis VayasProf. Federico M. Mazzolani","2022","http://link.springer.com/book/10.1007/978-3-030-90788-4","Book"
"Best Practice Examples","Learning Factories","","","","10.1007/978-3-319-92261-4_11","Eberhard AbeleJoachim MetternichMichael Tisch","2019","http://link.springer.com/chapter/10.1007/978-3-319-92261-4_11","Chapter"
"Digital Technologies and Institutions for Sustainable Development","Advances in Science, Technology & Innovation","","","","10.1007/978-3-031-04289-8","Aleksei V. BogovizElena G. Popkova","2022","http://link.springer.com/book/10.1007/978-3-031-04289-8","Book"
"Air Cargo","","","","","10.1007/978-3-658-38193-6","Joachim G. Schäfer","2023","http://link.springer.com/book/10.1007/978-3-658-38193-6","Book"
"Examples for the Stationary Retail Trade of the Future","Intelligent Retail","","","","10.1007/978-3-658-38316-9_4","Gerrit Heinemann","2023","http://link.springer.com/chapter/10.1007/978-3-658-38316-9_4","Chapter"
"Design Tools and Methods in Industrial Engineering II","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-91234-5","Prof. Caterina RizziProf. Francesca CampanaDr. Michele BiciDr. Francesco GherardiniProf. Tommaso IngrassiaDr. Paolo Cicconi","2022","http://link.springer.com/book/10.1007/978-3-030-91234-5","Book"
"Applied Artificial Intelligence in Business","Applied Innovation and Technology Management","","","","10.1007/978-3-031-05740-3","Leong ChanLiliya HogaboamRenzhi Cao","2022","http://link.springer.com/book/10.1007/978-3-031-05740-3","Book"
"Machine Learning and Knowledge Extraction","Lecture Notes in Computer Science","","","","10.1007/978-3-031-40837-3","Andreas HolzingerPeter KiesebergFederico CabitzaAndrea CampagnerA Min TjoaEdgar Weippl","2023","http://link.springer.com/book/10.1007/978-3-031-40837-3","Book"
"Proceedings of the XV Ibero-American Congress of Mechanical Engineering","","","","","10.1007/978-3-031-38563-6","Antonio Vizán IdoipeJuan Carlos García Prada","2023","http://link.springer.com/book/10.1007/978-3-031-38563-6","Book"
"Advances in Information Technology in Civil and Building Engineering","Lecture Notes in Civil Engineering","","","","10.1007/978-3-031-32515-1","Sebastian SkatullaHans Beushausen","2023","http://link.springer.com/book/10.1007/978-3-031-32515-1","Book"
"Intelligent Systems and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-16075-2","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-16075-2","Book"
"Recent Advances in Manufacturing Modelling and Optimization","Lecture Notes in Mechanical Engineering","","","","10.1007/978-981-16-9952-8","Prof. Shailendra KumarProf. J. RamkumarProf. Panagiotis Kyratsis","2022","http://link.springer.com/book/10.1007/978-981-16-9952-8","Book"
"Proceedings of the 21st Congress of the International Ergonomics Association (IEA 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-74608-7","Dr. Nancy L. BlackDr. W. Patrick NeumannDr. Ian Noy","2021","http://link.springer.com/book/10.1007/978-3-030-74608-7","Book"
"Proceedings of the 4th International Conference on Big Data Analytics for Cyber-Physical System in Smart City - Volume 1","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-99-0880-6","Mohammed AtiquzzamanNeil YenZheng Xu","2023","http://link.springer.com/book/10.1007/978-981-99-0880-6","Book"
"Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-37717-4","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-37717-4","Book"
"HCI International 2023 Posters","Communications in Computer and Information Science","","","","10.1007/978-3-031-36001-5","Constantine StephanidisMargherita AntonaStavroula NtoaGavriel Salvendy","2023","http://link.springer.com/book/10.1007/978-3-031-36001-5","Book"
"Recycling","Recycled Materials for Construction Applications","","","","10.1007/978-3-031-14872-9_4","Luís Eduardo Pimentel Real","2023","http://link.springer.com/chapter/10.1007/978-3-031-14872-9_4","Chapter"
"Recent Advances in Transportation Systems Engineering and Management","Lecture Notes in Civil Engineering","","","","10.1007/978-981-19-2273-2","M. V. L. R. AnjaneyuluM. HarikrishnaShriniwas S. ArkatkarA. Veeraragavan","2023","http://link.springer.com/book/10.1007/978-981-19-2273-2","Book"
"Proceedings of the 3rd International and Interdisciplinary Conference on Image and Imagination","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-25906-7","Daniele VillaFranca Zuccoli","2023","http://link.springer.com/book/10.1007/978-3-031-25906-7","Book"
"Recent Advances in Electrical Engineering, Electronics and Energy","Lecture Notes in Electrical Engineering","","","","10.1007/978-3-031-08288-7","Dr. Miguel Botto-TobarHenry CruzAngela Diaz Cadena","2022","http://link.springer.com/book/10.1007/978-3-031-08288-7","Book"
"Agent-Based Simulation for Indoor Manufacturing Environments—Evaluating the Effects of Spatialization","Geospatial Technologies for Local and Regional Development","","","","10.1007/978-3-030-14745-7_17","Stefan KernJohannes Scholz","2020","http://link.springer.com/chapter/10.1007/978-3-030-14745-7_17","Chapter"
"Unleashing the Power of 5GtoB in Industries","","","","","10.1007/978-981-16-5082-6","Pengfei Sun","2021","http://link.springer.com/book/10.1007/978-981-16-5082-6","Book"
"International Scientific Siberian Transport Forum TransSiberia - 2021","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96380-4","Aleksey ManakovArkadii Edigarian","2022","http://link.springer.com/book/10.1007/978-3-030-96380-4","Book"
"Knowledge Management in Digital Change","Progress in IS","","","","10.1007/978-3-319-73546-7","Prof. Dr. Klaus NorthProf. Dr. Ronald MaierOliver Haas","2018","http://link.springer.com/book/10.1007/978-3-319-73546-7","Book"
"Production at the leading edge of technology","","","","","10.1007/978-3-662-60417-5","Prof. Dr. Jens Peter WulfsbergProf. Dr. Wolfgang HintzeProf. Dr. Bernd-Arno Behrens","2019","http://link.springer.com/book/10.1007/978-3-662-60417-5","Book"
"Digitalization and Supply Chain Accounting","Management Accounting in Supply Chains","","","","10.1007/978-3-658-41300-2_9","Andreas TaschnerMichel Charifzadeh","2023","http://link.springer.com/chapter/10.1007/978-3-658-41300-2_9","Chapter"
"Intelligent Manufacturing and Energy Sustainability","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-6482-3","Prof. Dr. A. N. R. ReddyProf. Dr. Deepak MarlaProf. Dr. Margarita N. FavorskayaProf. Dr. Dr. Suresh Chandra Satapathy","2022","http://link.springer.com/book/10.1007/978-981-16-6482-3","Book"
"Proceedings of the 6th International Conference on Economic Management and Green Development","Applied Economics and Policy Studies","","","","10.1007/978-981-19-7826-5","Xiaolong LiChunhui YuanJohn Kent","2023","http://link.springer.com/book/10.1007/978-981-19-7826-5","Book"
"Algorithms and Computational Techniques Applied to Industry","Studies in Systems, Decision and Control","","","","10.1007/978-3-031-00856-6","Dr. Jorge Luis García AlcarazDr. Arturo Realyvásquez Vargas","2022","http://link.springer.com/book/10.1007/978-3-031-00856-6","Book"
"Proceedings of International Conference on Communication and Artificial Intelligence","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-0976-4","Dr. Vishal GoyalDr. Manish GuptaDr. Seyedali MirjaliliDr. Aditya Trivedi","2022","http://link.springer.com/book/10.1007/978-981-19-0976-4","Book"
"A flexible machine vision system for small part inspection based on a hybrid SVM/ANN approach","Journal of Intelligent Manufacturing","","31","1","10.1007/s10845-018-1438-3","Keyur D. JoshiVedang ChauhanBrian Surgenor","2020","http://link.springer.com/article/10.1007/s10845-018-1438-3","Article"
"Handbook of Pleistocene Archaeology of Africa","","","","","10.1007/978-3-031-20290-2","Amanuel BeyinDavid K. WrightJayne WilkinsDeborah I. Olszewski","2023","http://link.springer.com/book/10.1007/978-3-031-20290-2","Book"
"From Industry 4.0 to Industry 5.0","Studies in Systems, Decision and Control","","","","10.1007/978-3-031-28314-7","Allam HamdanArezou HarrafAmina BuallayPallvi AroraHala Alsabatin","2023","http://link.springer.com/book/10.1007/978-3-031-28314-7","Book"
"New Technology for Inclusive and Sustainable Growth","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-9804-0","Prof. Elena I. InshakovaProf. Agnessa O. Inshakova","2022","http://link.springer.com/book/10.1007/978-981-16-9804-0","Book"
